Column1,Column2,Column3
traveler:HIRING_ENGINEERS_START,Pay you 5 credits for each engineer that calls me.,정비공을 하나 보내줄 때마다 5장 씩 주지요.
traveler:HIRING_ENGINEERS_START,You make a mistake but I let you fix it.,실수를 하긴 했지만 봐주지요.
traveler:HIRING_ENGINEERS,What is this?,이건 뭐죠?
traveler:HIRING_ENGINEERS,Oh. Huh. ; Huh. ; They are hiring?,오. 흠. ; 흠. ; 고용하는 겁니까?
traveler:HIRING_ENGINEERS,I have already.,이미 받았수다.
traveler:HIRING_ENGINEERS,Stop giving to me.,그만 좀 주시죠.
traveler:HIRING_ENGINEERS,"Forget it, take them both. I don't want.","아니, 이것도 받으시죠. 필요 없으니까."
traveler:HIRING_ENGINEERS_END,"Is good card, yes? ; Thanks ; These were not cheap you know. ;",좋은 거겠죠? ; 고맙습니다 ; 빚을 하나 졌군요. ;
traveler:HIRING_ENGINEERS_END,I am back.,다시 왔습니다.
traveler:HIRING_ENGINEERS_END,How many engineers did you meet?,정비공은 얼마나 만나보셨죠?
traveler:HIRING_ENGINEERS_END,I got no calls.,아무도 연락이 없더군요.
traveler:HIRING_ENGINEERS_END,You gave my cards to no one.,아무한테도 안 주셨던 모양이네요.
traveler:HIRING_ENGINEERS_END,Thank you for nothing.,아무것도 안 해줘서 고맙수다.
traveler:HIRING_ENGINEERS_END,I get only one call.,한 명만 연락을 해주더군요.
traveler:HIRING_ENGINEERS_END,I'm lucky that he is good lead.,솜씨 좋은 사람이라 다행이었지요.
traveler:HIRING_ENGINEERS_END,Here is what I promised.,약속한 돈입니다.
traveler:HIRING_ENGINEERS_END,I got two calls.,두 명이 연락을 주더군요.
traveler:HIRING_ENGINEERS_END,"One guy, he was good.",한 명은 실력이 좋았지요.
traveler:HIRING_ENGINEERS_END,Other one not so much.,다른 한 명은 아니었지만.
traveler:HIRING_ENGINEERS_END,Thanks anyways.,어쨌거나 고맙군요.
traveler:HIRING_ENGINEERS_END,I got three calls.,세 명이 연락을 주더군요.
traveler:HIRING_ENGINEERS_END,Two guys were good.,두 명은 괜찮았습니다.
traveler:HIRING_ENGINEERS_END,Last one was a fool. Didn't know basics.,마지막 사람은 바보였지만. 기본도 모르던데.
traveler:HIRING_ENGINEERS_END,But is ok. I appreciate.,그래도 뭐 괜찮습니다. 고마워요.
traveler:HIRING_ENGINEERS_END,I got four calls.,네 명이 연락을 주더군요.
traveler:HIRING_ENGINEERS_END,Three were civil engineers. Useless.,세 명은 토목기사였지요. 쓸모 없었고.
traveler:HIRING_ENGINEERS_END,I need mechanicals. I told you.,난 정비공이 필요하단 말입니다. 말 했잖아요.
traveler:HIRING_ENGINEERS_END,"Anyway, is ok. Last guy very sharp.","어쨌든, 괜찮습니다. 마지막 사람이 굉장히 능숙했으니까."
traveler:HIRING_ENGINEERS_END,Thanks for the help.,도와줘서 고맙습니다.
traveler:FRIENDLY_GUARD0,Hello.,안녕.
traveler:FRIENDLY_GUARD0,I heard that you are from Nirsk?,니스크에서 왔다지?
traveler:FRIENDLY_GUARD0,I grew up there but I have not been back in many years.,나도 거기서 자랐지만 몇 년 동안 안 돌아가봐서 말이야.
traveler:FRIENDLY_GUARD0,@It is still a shit-hole. As before.,@아직도 촌구석이요. 옛날처럼.
traveler:FRIENDLY_GUARD0,"Haha, of course. This is what I remember too.","하하, 그렇겠지. 내 기억에도 그랬어."
traveler:FRIENDLY_GUARD0,I am Sergiu. It is good to meet you.,난 Sergiu야. 만나서 반갑군.
traveler:FRIENDLY_GUARD0,I will do my best to keep you safe.,최선을 다해서 자넬 지켜주지.
traveler:FRIENDLY_GUARD1,Thank you for yesterday.,어제 일은 고마워.
traveler:FRIENDLY_GUARD1,My aim is not like before.,조준 실력이 옛날만 못하거든.
traveler:FRIENDLY_GUARD2,There is more action at this checkpoint than in the war.,어째 전쟁터보다 여기 검문소에서 하는 일이 더 많아.
traveler:FRIENDLY_GUARD2,I fought in Kolechia for 5 years.,5년 동안 콜레치아인과 싸웠는데 말이야.
traveler:FRIENDLY_GUARD2,"If you think it is bad in Arstotzka, it is ten times worse in Kolechia.",아스토츠카가 별로라고 생각해? 콜레치아는 그보다 10배는 더 안 좋아.
traveler:FRIENDLY_GUARD2,I do not blame them for coming here.,여기 오는 사람들을 뭐라 하기가 그래.
traveler:FRIENDLY_GUARD2,"Anyways, you are doing well. Keep it up.","어쨌든, 잘 하고 있구만. 계속 열심히 하라고."
traveler:FRIENDLY_GUARD3,"Friend, how are you?","친구, 잘 지내나?"
traveler:FRIENDLY_GUARD3,I have a small favor to ask.,작은 부탁이 하나 있는데.
traveler:FRIENDLY_GUARD3,"During the war, I met a beautiful girl.",전쟁 중에 아름다운 여자를 하나 만났어.
traveler:FRIENDLY_GUARD3,I think about her every moment.,계속해서 그녀 생각이 나.
traveler:FRIENDLY_GUARD3,Yesterday I receive word that she is finally coming here.,어제는 드디어 그녀가 여기로 온다는 편지를 받았어.
traveler:FRIENDLY_GUARD3,"Please, let her pass and I will be in your debt.","부탁이야, 그녀를 통과시켜 주면 나중에 꼭 보답할게."
traveler:FRIENDLY_GUARD3,Her name is Elisa.,그녀의 이름은 Elisa야.
traveler:FRIENDLY_GUARD4,Thank you for everything.,모든 것에 대해 고마워.
traveler:FRIENDLY_GUARD4,Elisa is so happy here.,Elisa도 여기 와서 행복해하고 있어.
traveler:FRIENDLY_GUARD4,She says our first son will have your name.,장남을 낳으면 자네 이름을 붙이려고 하나 봐.
traveler:FRIENDLY_GUARD4,This is fine but I told her I want a daughter first!,나도 괜찮긴 하지만 딸이 먼저 낳고 싶거든!
traveler:FRIENDLY_GUARD4,I would like to show the locket to her.,목걸이를 그녀에게 보여주고 싶어.
traveler:FRIENDLY_GUARD4,Do you still have it?,아직도 가지고 있나?
traveler:FRIENDLY_GUARD4,"Ah, I missed not having this with me.","아, 이게 없던 나날이 생각나는군."
traveler:FRIENDLY_GUARD4,"It is not much, but we have found a small way to thank you.","큰 건 아니지만, 작은 사례를 하고 싶어."
traveler:FRIENDLY_GUARD4,Elisa will deliver it to your home. I hope that it helps.,Elisa가 자네 집에 물건을 가져가줄 거야. 도움이 되길 바라.
traveler:FRIENDLY_GUARD4,Tomorrow I am transferred to another post.,내일이면 다른 검문소에 배치될 거야.
traveler:FRIENDLY_GUARD4,Stay safe my friend.,잘 지내라고 친구.
traveler:FRIENDLY_GUARD4,Elisa did not come.,Elisa가 오지 못했어.
traveler:FRIENDLY_GUARD4,"@She arrived, but her papers were not in order.","@도착은 했지만, 서류가 규정에 안 맞더군."
traveler:FRIENDLY_GUARD4,@Tell her to try again with the correct documents.,@제대로 된 서류를 가지고 다시 오라고 말해줘.
traveler:FRIENDLY_GUARD4,You know this is impossible.,그게 불가능하다는 건 알텐데.
traveler:FRIENDLY_GUARD4,"If you have the locket, give it back to me.","목걸이를 가지고 있다면, 다시 내게 돌려줘."
traveler:ELISA,Do you know Sergiu?,Sergiu를 아나요?
traveler:ELISA,He said you were friend. That you would help.,당신이 친구라고 하더군요. 도와줄 수 있다던데.
traveler:ELISA,"Please, my family is gone.",부탁이에요. 가족이 다 죽었어요.
traveler:ELISA,I have only Sergiu left.,내게 남은 건 Sergiu뿐이에요.
traveler:ELISA,@You do not have the required documentation.,@필요한 문서가 없군요.
traveler:ELISA,I tried for so long.,오랫동안 애는 썼어요.
traveler:ELISA,They would not allow me to leave.,하지만 떠나게 두질 않더군요.
traveler:ELISA,I am denied?,거부된 건가요?
traveler:ELISA,I understand.,이해해요.
traveler:ELISA,"Please, tell Sergiu I will always love him.",부탁이에요. Sergiu에게 언제나 사랑한다고 말해줘요.
traveler:ELISA,We will be together in another life.,내세에라도 같이 함께 해야죠.
traveler:ELISA,Return this for him to remember me.,이걸 주면서 날 기억하라고 해줘요.
traveler:ELISA,Thank you so much.,정말 고마워요.
traveler:ELISA,I will never forget your kindness.,이 친절함은 못 잊을 거예요.
traveler:ELISA,@He is waiting for you.,@그가 당신을 기다립니다.
traveler:ELISA,My love.,내 사랑.
traveler:ELISA,I miss him.,보고싶어요.
traveler:ELISA,@I am sorry. Sergiu was killed.,@미안합니다. Sergiu는 죽었습니다.
traveler:ELISA,My Sergiu.,내 Sergiu.
traveler:ELISA,Thank you for your kindness.,친절함에 대해 감사해요.
traveler:ELISA,There is nothing for me here any more.,이제 제게 남은 건 아무것도 없군요.
traveler:ELISA,Thank you.,고마워요.
traveler:PRISON_GUARD_REPORTDETAINS,You detained nobody.,아무도 구금 시켰군.
traveler:PRISON_GUARD_REPORTDETAINS,You detained only one person.,한 명만 구금하는 데 성공했군.
traveler:PRISON_GUARD_REPORTDETAINS,You detained ${Game/NumDetains} people.,${Game/NumDetains}명을 구금했군.
traveler:PRISON_GUARD0,Hello.,안녕한가.
traveler:PRISON_GUARD0,@Are you the spy?,@스파이인가요?
traveler:PRISON_GUARD0,What? No.,뭐라고? 아니야.
traveler:PRISON_GUARD0,I am guard here. My name is Calensk.,난 여기 경비대야. 이름은 Calensk지.
traveler:PRISON_GUARD0,"They told me I get good position, then send me here.",나더러 좋은 곳으로 간다고 하던데. 도착해보니 여기였군.
traveler:PRISON_GUARD0,This is thanks I get.,내가 받은 답례가 이거뿐이라니.
traveler:PRISON_GUARD0,Now they pay me almost nothing.,이젠 봉급도 거의 안 주고.
traveler:PRISON_GUARD0,@They pay us all as much.,@봉급은 다 비슷하게 주던데.
traveler:PRISON_GUARD0,Yes. But look.,"그래, 하지만 들어보라고."
traveler:PRISON_GUARD0,I get small bonus when you detain people.,자네가 사람을 구금할 때마다 내가 작은 보너스를 받거든.
traveler:PRISON_GUARD0,"More you detain, more they give me for processing.","자네가 더 구금할 수록, 그 과정에서 떨어지는 게 많다 이거지."
traveler:PRISON_GUARD0,"But this is not fair, right? You should get something too.",하지만 이건 불공평 하잖나? 자네한테도 떨어지는 게 있어야지.
traveler:PRISON_GUARD0,So I fix this problem.,그래서 내가 이 문제를 해결할 거야.
traveler:PRISON_GUARD0,I give you 5 credits from my bonus for every two people you detain.,자네가 구금시키는 사람 2명마다 내가 5장 씩 주겠어.
traveler:PRISON_GUARD0,Sounds like good deal to me.,좋은 제안 같은데.
traveler:PRISON_GUARD0,I give money to you after I get paid.,내가 돈을 받으면 자네한테 넘겨주지.
traveler:PRISON_GUARD0,Let us make the best of this.,함께 잘 해보자고.
traveler:PRISON_GUARD3,Here.,자.
traveler:PRISON_GUARD3,For bonus and selling bomb parts.,보너스랑 폭탄 부품료야.
traveler:PRISON_GUARD3,They move our station to prison.,우리 신분을 감옥으로 옮겨주더군.
traveler:PRISON_GUARD3,We still get bonus so keep detaining.~,계속해서 구금할 수록 보너스를 받을 거야.~
traveler:PRISON_GUARD3,I stop visiting you here.,이제 찾아오는 건 이걸로 끝일세.
traveler:PRISON_GUARD3,I will drop off money at your home instead.,대신 집에 돈을 두고 가지.
traveler:PRISON_GUARD3,Every other night.,이틀 밤마다 말이야.
traveler:PRISON_GUARD_PAYOUT,What is going on?,이게 도대체 뭐지?
traveler:PRISON_GUARD_PAYOUT,I am getting nothing because of you.,자네 때문에 한 푼도 못 벌잖나.
traveler:PRISON_GUARD_PAYOUT,Detain more people and we will both benefit.,우리 모두의 이득을 위해서라도 더 많은 사람을 구금하게.
traveler:PRISON_GUARD_PAYOUT,Good morning.,좋은 아침이야.
traveler:PRISON_GUARD_PAYOUT,You are not detaining enough people.,사람을 충분히 구금하지 않았더군.
traveler:PRISON_GUARD_PAYOUT,I have nothing to give you.,더 줄 게 없어.
traveler:PRISON_GUARD_PAYOUT,Detain more to share part of my bonus.,더 많이 구금을 해줘야 내 보너스를 나눠주지.
traveler:PRISON_GUARD_PAYOUT,"Bonus is good, they pay ok.",보너스는 좋은 거야. 봉급도 좋지만.
traveler:PRISON_GUARD_PAYOUT,It is not much though.,다만 충분치 않을 뿐이지.
traveler:PRISON_GUARD_PAYOUT,Maybe you detain more people and we do better.,더 많은 사람을 구금하면 더 나아질 지도 모르지.
traveler:PRISON_GUARD_PAYOUT,@This is not enough.,@약속한 거랑 양이 다른데.
traveler:PRISON_GUARD_PAYOUT,"Yes, I know.","그래, 나도 알아."
traveler:PRISON_GUARD_PAYOUT,My wife sick now. Neighbor spreads the flu.,우리 마누라가 아파. 이웃한테 감기를 옮았어.
traveler:PRISON_GUARD_PAYOUT,This is what is left after medicine.,약 사고 남은 게 이게 다야.
traveler:PRISON_GUARD_PAYOUT,I give you rest next time.,나머지는 다음 번에 주지.
traveler:PRISON_GUARD_PAYOUT,Maybe you detain more people to make it easier.,더 많은 사람을 구금하면 더 나아질 지도 모르지.
traveler:PRISON_GUARD_PAYOUT,Here is your cut.,여기 자네 몫일세.
traveler:PRISON_GUARD_PAYOUT,@There is more from last time.,@지난 번보다 많은걸.
traveler:PRISON_GUARD_PAYOUT,This is all I have now but soon I make up rest.,지금은 이게 다지만 나중에 더 주지.
traveler:PRISON_GUARD_PAYOUT,Again it is a little short.,아직 부족해서 말이지.
traveler:PRISON_GUARD_PAYOUT,Keep detaining and I pay you back soon.,계속 잡아 넣으면 내가 곧 다시 돈을 줄 거야.
traveler:PRISON_GUARD_BOMB,What is going on?,이게 도대체 뭐지?
traveler:PRISON_GUARD_BOMB,Oh. Hah.,오. 하.
traveler:PRISON_GUARD_BOMB,What is this amateur shit?,이게 웬 아마추어 짓거리지?
traveler:PRISON_GUARD_BOMB,@Should we evacuate?,@대피해야 하나?
traveler:PRISON_GUARD_BOMB,For that little thing? No of course not.,이 쬐깐한 것 때문에? 당연히 안 해도 되지.
traveler:PRISON_GUARD_BOMB,Just disable it. Open the cover.,그냥 해제해. 덮개를 열어.
traveler:PRISON_GUARD_BOMB,Stupid fucking terrorist.,모자라 빠진 테러리스트 새끼들 같으니.
traveler:PRISON_GUARD_BOMB,Could not even add a display.,디스플레이조차 안 붙여놓다니.
traveler:PRISON_GUARD_BOMB,@What should I do now?,@이제 어쩌지?
traveler:PRISON_GUARD_BOMB,This is poorest bomb I ever see. A simple mind created this.,내가 본 폭탄 중 제일 조잡한 거야. 멍청한 놈이 만들었겠지.
traveler:PRISON_GUARD_BOMB,Just cut the wires in order.,그냥 순서대로 줄을 잘라.
traveler:PRISON_GUARD_BOMB,"Ok, all done. Back to work.","좋아, 다 됐군. 일로 돌아가라고."
traveler:PRISON_GUARD_BOMB,@We should close the checkpoint.,@검문소를 닫아야 하는데.
traveler:PRISON_GUARD_BOMB,Bullshit. I need to earn money today.,헛소리. 오늘 돈을 벌어야 해.
traveler:PRISON_GUARD_BOMB,Give bomb to me.,폭탄 이리 내놔.
traveler:PRISON_GUARD_BOMB,I sell materials and give you cut.,부품을 팔아서 값을 나눠줄 테니까.
traveler:PRISON_GUARD_BOMB,What a piece of shit.,정말 조잡하기 그지없군.
traveler:PRISON_GUARD_BOMB,I doubt it is even worth much.,값이나 쳐줄지 모르겠어.
traveler:PRISON_GUARD_BOMB,Call the next immigrant.,다음 이민자를 들여보내.
traveler:TIME_BOMBER,DEATH TO ARSTOTZKA!,아스토츠카에 죽음을!
traveler:BOSS_REPORTCITATIONS,You have received no citations.,표창장을 못 받았네.
traveler:BOSS_REPORTCITATIONS,You have received one citation.,표창장을 하나 받았군.
traveler:BOSS_REPORTCITATIONS,You have received ${Game/NumCitations} citations.,표창장을 ${Game/NumCitations}개 받았군.
traveler:BOSS0,So.~,그러니까.~
traveler:BOSS0,You are inspector here.~,자네가 여기 검사관이군.~
traveler:BOSS0,That makes you my responsibility.~,자네를 맡은 건 내 책임이지.~
traveler:BOSS0,You make Arstotzka proud.~,자네는 아스토츠카를 자랑스럽게 했네.~
traveler:BOSS0,Hang it on wall here.,여기 벽에 걸어두게.
traveler:BOSS0,I return in 10 days.~,10일 뒤에 돌아오겠네.~
traveler:BOSS0,Maintain your diligence.,계속 근면하도록 하게.
traveler:BOSS0,Glory to Arstotzka.,아스토츠카에 영광 있으라.
traveler:BOSS0,Perhaps it was mistake to rely on lottery.,복권에 의존하는 건 잘못된 거였을지도 모르겠군.
traveler:BOSS0,Let this motivate you.~,잘 깨닫길 바라네.~
traveler:BOSS0,Do not embarrass me.,날 실망시키지 말게.
traveler:BOSS0,It makes me look like fool to trust lottery.~,복권을 믿은 바보가 된 기분이군.~
traveler:BOSS0,Let this motivate you to improve.~,이번 사건으로 더 잘 해주게.~
traveler:BOSS0,Do not embarrass me further.,더는 날 실망시키지 말게.
traveler:BOSS1,It is too early to come all the way out here.,너무 이른 시간에 찾아온 모양이군.
traveler:BOSS1,The smell at this checkpoint makes me sick.,이 검문소 냄새 떄문에 머리가 아픈데.
traveler:BOSS1,Where is plaque I gave you?,내가 준 표창장은 어디에 있나?
traveler:BOSS1,Why is it not on wall?,왜 벽에 걸지 않았지?
traveler:BOSS1,What is other shit hanging here?,왜 잡다한 걸 걸어놓은 건가?
traveler:BOSS1,These walls are for official plaques only.,벽에는 공식 표창장만 걸어놓아야 하네.
